TipRad	25							
HubRad	1.25							
BldDmp	3.882	3.882	5.900					
DistBldProps	BlFract	AeroCent	StrcTwst	BMassDen	FlpStff	EdgStff	GJStff	EAStff
	0.000000	0.2500000	11.1000000	1181.9474018	2.36241E+09	2.36241E+09	8.15591E+08	1.03266E+10
	0.021053	0.2500000	11.1000000	89.2153055	2.92872E+08	2.92872E+08	1.02340E+08	1.29578E+09
	0.052632	0.2294245	11.1000000	93.8808307	2.55926E+08	2.76174E+08	8.62936E+07	1.33579E+09
	0.105263	0.2011808	11.1000000	101.6567060	1.94351E+08	2.48346E+08	5.95490E+07	1.40246E+09
	0.157895	0.1785459	11.1000000	109.4325814	1.32776E+08	2.20517E+08	3.28044E+07	1.46914E+09
	0.210526	0.1600000	11.1000000	117.2084568	7.12004E+07	1.92688E+08	6.05983E+06	1.53581E+09
	0.263158	0.1648254	9.5000000	110.3578793	6.14177E+07	1.69974E+08	5.42502E+06	1.44759E+09
	0.315789	0.1701474	7.9000000	103.5073018	5.16350E+07	1.47260E+08	4.79020E+06	1.35937E+09
	0.368421	0.1760468	6.3000000	96.6567243	4.18523E+07	1.24545E+08	4.15538E+06	1.27115E+09
	0.421053	0.1826232	4.7000000	89.8061468	3.20695E+07	1.01831E+08	3.52057E+06	1.18293E+09
	0.473684	0.1900000	3.1000000	82.9555694	2.22868E+07	7.91169E+07	2.88575E+06	1.09471E+09
	0.526316	0.1944457	2.6000000	74.1903779	1.85393E+07	6.75581E+07	2.42359E+06	9.75583E+08
	0.578947	0.1995070	2.1000000	65.4251864	1.47918E+07	5.59993E+07	1.96142E+06	8.56461E+08
	0.631579	0.2053216	1.6000000	56.6599950	1.10443E+07	4.44406E+07	1.49926E+06	7.37338E+08
	0.684211	0.2120708	1.1000000	47.8948035	7.29674E+06	3.28818E+07	1.03710E+06	6.18216E+08
	0.736842	0.2200000	0.6000000	39.1296121	3.54922E+06	2.13231E+07	5.74933E+05	4.99093E+08
	0.789474	0.2239500	0.4800000	32.8539689	2.85534E+06	1.75989E+07	4.72176E+05	4.15421E+08
	0.842105	0.2286378	0.3600000	26.5783258	2.16146E+06	1.38747E+07	3.69418E+05	3.31750E+08
	0.894737	0.2342914	0.2400000	20.3026826	1.46758E+06	1.01506E+07	2.66661E+05	2.48078E+08
	0.947368	0.2412437	0.1200000	14.0270394	7.73694E+05	6.42641E+06	1.63904E+05	1.64406E+08
	1.000000	0.2500000	0.0000000	7.7513963	7.98116E+04	2.70225E+06	6.11464E+04	8.07344E+07
