TwrDmp	3.435	3.435	3.435	3.435		
TwrSchedFields	HtFract	TMassDen	TwFAStif	TwSSStif	TwGJStif	TwEAStif
	0.0000000	9401.518339	2.94931362E+12	2.94931362E+12	2.26870278E+12	2.28122981E+11
	0.1111111	8269.715271	2.27801936E+12	2.27801936E+12	1.75232259E+12	2.00660364E+11
	0.2222222	7210.463054	1.72841382E+12	1.72841382E+12	1.32954909E+12	1.74958157E+11
	0.3333333	6223.761689	1.28481887E+12	1.28481887E+12	9.88322204E+11	1.51016359E+11
	0.4444444	5309.611176	9.32637954E+11	9.32637954E+11	7.17413811E+11	1.28834969E+11
	0.5555556	4468.011515	6.58356144E+11	6.58356144E+11	5.06427803E+11	1.08413989E+11
	0.6666667	3698.962705	4.49540087E+11	4.49540087E+11	3.45800067E+11	8.97534172E+10
	0.7777778	3002.464746	2.94838031E+11	2.94838031E+11	2.26798486E+11	7.28532544E+10
	0.8888889	2378.51764	1.83979818E+11	1.83979818E+11	1.41522937E+11	5.77135005E+10
	1.0000000	1827.121385	1.07776886E+11	1.07776886E+11	8.29052971E+10	4.43341555E+10
