1,0
0.996965339,0.05500411
0.987898191,0.109340546
0.972908621,0.162349735
0.95217858,0.213388218
0.925959704,0.261836457
0.894570255,0.307106356
0.858391257,0.348648401
0.817861874,0.385958325
0.773474079,0.418583239
0.725766679,0.446127119
0.675318778,0.468255621
0.622742744,0.484700133
0.568676779,0.495261042
0.513777171,0.499810154
0.458710327,0.498292247
0.404144684,0.490725747
0.350742594,0.477202501
0.299152288,0.457886663
0.25,0.433012702
0.203882374,0.402882553
0.161359214,0.367861955
0.122946695,0.328376012
0.089111092,0.284904029
0.060263124,0.237973697
0.036752966,0.188154686
0.018866,0.136051732
0.006819348,0.082297295
0.000759242,0.02754388
0.000759242,-0.02754388
0.006819348,-0.082297295
0.018866,-0.136051732
0.036752966,-0.188154686
0.060263124,-0.237973697
0.089111092,-0.284904029
0.122946695,-0.328376012
0.161359214,-0.367861955
0.203882374,-0.402882553
0.25,-0.433012702
0.299152288,-0.457886663
0.350742594,-0.477202501
0.404144684,-0.490725747
0.458710327,-0.498292247
0.513777171,-0.499810154
0.568676779,-0.495261042
0.622742744,-0.484700133
0.675318778,-0.468255621
0.725766679,-0.446127119
0.773474079,-0.418583239
0.817861874,-0.385958325
0.858391257,-0.348648401
0.894570255,-0.307106356
0.925959704,-0.261836457
0.95217858,-0.213388218
0.972908621,-0.162349735
0.987898191,-0.109340546
0.996965339,-0.05500411
1,-1.22515E-16
